id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,label
2650,1,Graduate,Yes,6500000,14800000,12,360,3500000,2100000,15000000,7300000,0
2651,5,Graduate,Yes,4800000,16300000,4,523,8800000,2300000,10000000,2800000,1
2652,5,Not Graduate,Yes,3300000,7800000,8,310,3000000,3900000,8300000,4200000,0
2653,3,Not Graduate,Yes,3700000,13800000,10,621,4000000,800000,11900000,5300000,1
2654,1,Not Graduate,Yes,3400000,9700000,20,830,3500000,6400000,10300000,4800000,1
2655,3,Not Graduate,Yes,5500000,20400000,10,546,10600000,8200000,13500000,4000000,0
2656,2,Not Graduate,No,5300000,10900000,6,647,14600000,3500000,18700000,3200000,1
2657,1,Not Graduate,No,2400000,7600000,12,372,5700000,4400000,6600000,1400000,0
2658,3,Not Graduate,No,2000000,4700000,14,673,800000,3400000,5900000,1500000,1
2659,3,Not Graduate,No,3700000,13400000,18,373,2800000,100000,13200000,2500000,0
2660,2,Not Graduate,Yes,8200000,19600000,16,636,11500000,2300000,28800000,10700000,1
2661,3,Not Graduate,Yes,3500000,12000000,2,786,600000,6400000,10700000,1700000,1
2662,3,Graduate,No,7900000,18300000,10,731,4200000,3400000,22200000,8400000,1
2663,3,Graduate,Yes,8100000,26700000,10,895,5100000,9800000,17100000,9900000,1
2664,4,Not Graduate,Yes,2500000,6100000,20,478,5900000,800000,9500000,3200000,0
2665,0,Not Graduate,No,300000,1100000,8,778,800000,200000,900000,100000,1
2666,1,Not Graduate,Yes,9100000,23600000,20,535,2800000,17600000,26400000,4500000,0
2667,1,Graduate,No,8200000,24000000,4,366,10900000,15200000,25200000,10400000,0
2668,2,Not Graduate,Yes,1200000,4500000,10,555,100000,1100000,2700000,1400000,1
2669,5,Graduate,Yes,7200000,27100000,12,535,8400000,12800000,28100000,4800000,0
2670,0,Not Graduate,Yes,1900000,6400000,20,704,900000,3400000,5300000,1900000,1
2671,0,Graduate,Yes,8300000,30000000,4,600,14600000,12500000,24800000,12000000,1
2672,2,Graduate,No,7500000,29800000,4,392,5500000,2200000,20800000,4000000,1
2673,0,Not Graduate,Yes,8200000,31500000,8,403,11500000,8800000,19000000,6100000,0
2674,5,Not Graduate,No,9500000,22200000,20,352,24500000,0,30800000,7000000,0
2675,3,Graduate,Yes,2400000,9200000,14,626,300000,3600000,8500000,2000000,1
2676,0,Graduate,Yes,900000,3100000,4,355,1700000,100000,3000000,500000,1
2677,5,Graduate,No,7100000,18200000,8,750,21000000,7900000,20800000,5300000,1
2678,4,Graduate,Yes,1200000,4800000,2,752,2800000,900000,3000000,600000,1
2679,4,Graduate,No,3700000,12300000,6,364,5900000,4200000,13700000,4400000,0
2680,4,Not Graduate,No,200000,500000,16,765,600000,100000,600000,100000,1
2681,4,Not Graduate,No,400000,1000000,10,447,0,300000,900000,300000,0
2682,0,Graduate,No,9100000,27100000,12,787,24300000,2900000,34800000,9500000,1
2683,0,Graduate,Yes,3300000,9000000,18,754,6100000,3900000,6900000,4700000,1
2684,0,Not Graduate,No,6000000,15300000,8,709,8900000,1700000,16400000,3500000,1
2685,2,Not Graduate,Yes,8700000,28400000,12,880,8000000,1800000,19400000,4400000,1
2686,1,Graduate,No,6500000,23400000,2,672,5000000,10400000,16700000,7600000,1
2687,0,Graduate,Yes,9800000,32600000,10,704,7000000,12100000,30000000,4900000,1
2688,5,Graduate,No,3700000,7300000,18,339,9300000,100000,13900000,5300000,0
2689,5,Graduate,No,5600000,18400000,8,386,11300000,6700000,11300000,5600000,0
2690,3,Graduate,Yes,6400000,21000000,2,813,3900000,10900000,20500000,4400000,1
2691,2,Graduate,Yes,2900000,10600000,6,614,1000000,300000,7600000,3600000,1
2692,3,Not Graduate,No,7600000,19100000,14,762,14800000,15000000,23500000,7300000,1
2693,2,Not Graduate,No,8400000,24500000,6,588,11000000,1300000,22900000,10400000,1
2694,0,Not Graduate,No,1800000,4200000,6,836,1300000,1900000,6800000,2000000,1
2695,5,Graduate,No,1800000,6000000,4,548,1400000,2400000,6500000,2600000,1
2696,0,Graduate,Yes,7900000,23500000,20,750,16800000,15300000,21200000,4000000,1
2697,1,Graduate,No,8800000,18500000,10,704,14400000,3200000,26600000,11300000,1
2698,0,Not Graduate,Yes,4000000,10300000,4,819,11100000,1200000,15200000,2600000,1
2699,0,Not Graduate,Yes,1000000,3000000,18,382,2200000,700000,3500000,900000,0
2700,0,Graduate,No,8400000,24300000,4,785,11900000,10100000,26600000,8500000,1
2701,5,Graduate,No,900000,3200000,10,803,1600000,1700000,2300000,800000,1
2702,3,Not Graduate,No,5900000,22400000,6,375,6500000,10500000,18100000,4800000,0
2703,0,Not Graduate,No,300000,500000,18,376,300000,0,800000,300000,0
2704,3,Not Graduate,No,7600000,26600000,4,689,5300000,600000,24300000,8600000,1
2705,1,Not Graduate,No,6900000,22700000,16,394,3800000,4300000,27400000,8700000,0
2706,4,Not Graduate,Yes,2200000,8600000,2,461,1400000,3000000,4700000,2100000,1
2707,5,Not Graduate,No,3000000,7600000,6,413,2300000,3500000,11400000,1700000,0
2708,2,Graduate,No,700000,2000000,8,806,1900000,1100000,2200000,400000,1
2709,0,Not Graduate,No,9100000,18300000,14,458,6100000,9200000,34100000,10000000,0
2710,1,Graduate,Yes,7500000,29800000,18,770,1400000,5200000,28000000,8700000,1
2711,3,Graduate,Yes,4300000,16600000,10,571,5700000,3700000,12800000,5800000,1
2712,5,Graduate,No,4600000,14400000,6,785,6500000,6300000,14700000,6200000,1
2713,2,Graduate,Yes,4700000,15100000,8,799,9700000,2500000,10700000,4700000,1
2714,1,Graduate,No,3100000,7600000,20,346,700000,4600000,8100000,4400000,0
2715,5,Graduate,Yes,6800000,22600000,2,804,3500000,12500000,18200000,9900000,1
2716,5,Not Graduate,Yes,3500000,11800000,4,642,2300000,2900000,11900000,3600000,1
2717,2,Graduate,No,6400000,25000000,12,667,13500000,5500000,25500000,5400000,1
2718,5,Graduate,Yes,5400000,21200000,20,734,7300000,1800000,11500000,7500000,1
2719,0,Graduate,Yes,700000,1800000,12,400,1500000,1100000,2200000,300000,0
2720,5,Not Graduate,Yes,5600000,14500000,10,457,6900000,7800000,20600000,4600000,0
2721,1,Not Graduate,Yes,400000,1300000,18,801,100000,0,1500000,600000,1
2722,3,Graduate,Yes,400000,1100000,6,711,100000,300000,1400000,100000,1
2723,5,Not Graduate,No,5900000,16400000,12,891,10200000,10400000,19600000,4700000,1
2724,2,Graduate,No,4500000,17200000,18,406,4100000,6300000,13800000,3300000,0
2725,1,Not Graduate,Yes,3600000,13400000,16,732,5200000,6700000,7300000,3300000,1
2726,3,Graduate,No,7600000,28700000,18,781,21300000,12400000,29600000,8000000,1
2727,0,Graduate,Yes,2600000,8200000,8,722,3500000,4200000,7100000,3200000,1
2728,4,Graduate,No,3500000,11600000,10,335,6300000,5200000,10300000,2300000,0
2729,3,Graduate,Yes,8600000,30300000,14,459,12000000,4100000,23800000,9100000,0
2730,3,Not Graduate,No,5100000,14500000,12,306,700000,8800000,11600000,2900000,0
2731,5,Graduate,No,8800000,29300000,10,560,16800000,13900000,31100000,9900000,1
2732,1,Graduate,No,2000000,5000000,6,876,500000,2900000,5800000,1500000,1
2733,5,Graduate,Yes,7600000,20000000,10,522,21500000,1400000,20400000,4300000,0
2734,2,Not Graduate,No,7700000,18300000,20,504,14600000,500000,18300000,4600000,0
2735,4,Not Graduate,Yes,2300000,7800000,8,540,1500000,3400000,4700000,2800000,0
2736,4,Not Graduate,Yes,9100000,33000000,8,543,15700000,14400000,19500000,11200000,0
2737,4,Not Graduate,Yes,8700000,30000000,4,370,17600000,15600000,34600000,12100000,1
2738,2,Graduate,No,7700000,16700000,6,555,12900000,2900000,18100000,8500000,1
2739,4,Not Graduate,Yes,1400000,3400000,14,835,3100000,100000,4100000,2100000,1
2740,0,Not Graduate,Yes,6200000,14900000,8,855,-100000,7200000,14200000,8200000,1
2741,2,Graduate,No,7400000,16000000,20,358,16700000,5500000,26800000,4300000,0
2742,0,Graduate,Yes,8500000,33700000,10,483,18800000,8900000,29000000,12200000,0
2743,0,Not Graduate,No,6900000,22900000,10,313,5600000,9300000,26200000,8000000,0
2744,4,Graduate,No,5600000,12400000,4,777,5500000,3100000,11800000,5500000,1
2745,3,Graduate,Yes,4600000,10900000,12,856,13500000,5100000,9400000,3300000,1
2746,1,Not Graduate,No,500000,1400000,6,464,1100000,0,1900000,500000,0
2747,1,Not Graduate,Yes,5400000,20700000,8,753,1900000,800000,19000000,3600000,1
2748,0,Not Graduate,No,8500000,33900000,4,665,8500000,12800000,17900000,4500000,1
2749,2,Not Graduate,No,6300000,18600000,14,872,9900000,11900000,16100000,7500000,1
2750,4,Graduate,Yes,8200000,28500000,2,378,6800000,11200000,26400000,11500000,1
2751,4,Graduate,Yes,9700000,25000000,4,542,9800000,12000000,29300000,13400000,0
2752,5,Not Graduate,Yes,5500000,17300000,16,874,1000000,2900000,13700000,7900000,1
2753,2,Not Graduate,Yes,300000,1100000,2,702,300000,200000,500000,200000,1
2754,0,Not Graduate,Yes,1900000,5700000,18,699,5500000,200000,6500000,2000000,1
2755,0,Not Graduate,No,7500000,28700000,2,895,2000000,4100000,21500000,7200000,1
2756,1,Graduate,No,7500000,16000000,10,541,16300000,4500000,22400000,5100000,0
2757,3,Graduate,Yes,900000,2300000,20,611,600000,1500000,1900000,500000,1
2758,0,Not Graduate,No,3900000,14600000,2,730,9200000,4000000,14600000,5400000,1
2759,4,Not Graduate,No,7100000,19900000,14,852,4700000,3200000,19700000,7600000,1
2760,3,Not Graduate,No,1300000,3300000,8,795,1400000,800000,4600000,1600000,1
2761,0,Not Graduate,Yes,7300000,28100000,10,673,13700000,1200000,16300000,8900000,1
2762,3,Graduate,Yes,9000000,33600000,2,426,21600000,16200000,20700000,11900000,1
2763,2,Graduate,Yes,7200000,23900000,4,559,4200000,12200000,17800000,10800000,1
2764,0,Graduate,No,4400000,10600000,20,653,6800000,4600000,16800000,5400000,1
2765,1,Graduate,No,1100000,3500000,8,562,2300000,1200000,3200000,500000,1
2766,0,Graduate,Yes,3600000,8600000,6,529,3500000,3300000,11300000,5200000,0
2767,4,Graduate,Yes,9500000,23500000,14,380,22900000,6700000,25100000,7300000,0
2768,2,Graduate,No,300000,800000,18,819,300000,300000,900000,400000,1
2769,5,Graduate,No,5400000,19700000,20,423,6500000,10000000,15700000,7300000,0
2770,0,Graduate,Yes,7000000,21700000,20,498,6600000,5500000,14700000,3900000,0
2771,5,Not Graduate,No,9400000,36800000,20,891,13900000,16600000,19300000,8900000,1
2772,1,Graduate,No,4400000,10800000,12,674,9600000,2700000,17200000,5300000,1
2773,0,Not Graduate,No,4700000,15500000,16,311,12800000,200000,17500000,2700000,0
2774,2,Not Graduate,No,9900000,31600000,16,892,4200000,17500000,31400000,12700000,1
2775,1,Not Graduate,No,300000,700000,10,745,0,0,900000,100000,1
2776,3,Graduate,Yes,1000000,3500000,16,834,800000,1700000,3000000,700000,1
2777,4,Graduate,Yes,5300000,12000000,10,329,15300000,9300000,17300000,6100000,0
2778,4,Not Graduate,No,2000000,4800000,8,302,1500000,800000,4000000,2600000,0
2779,5,Graduate,No,7500000,15800000,18,458,7800000,6500000,22400000,8400000,0
2780,4,Graduate,No,5300000,15800000,2,527,3800000,5200000,19700000,3900000,0
2781,1,Graduate,Yes,7000000,20300000,18,726,11600000,13100000,17100000,9000000,1
2782,5,Graduate,No,7400000,21000000,4,561,21300000,3800000,26400000,3900000,1
2783,0,Graduate,Yes,9400000,20000000,4,350,3300000,1400000,37200000,4700000,0
2784,5,Not Graduate,Yes,9800000,24200000,20,382,12400000,8200000,29400000,5000000,0
2785,3,Not Graduate,Yes,5900000,20600000,10,777,1900000,4600000,21200000,6400000,1
2786,4,Not Graduate,No,9500000,21300000,18,353,22900000,2300000,21400000,11100000,0
2787,3,Graduate,No,7700000,27700000,4,439,13900000,7500000,27100000,6200000,1
2788,2,Not Graduate,Yes,7000000,22500000,12,632,12500000,4600000,20400000,4900000,1
2789,2,Not Graduate,No,4000000,9400000,8,874,4400000,3700000,10200000,4800000,1
2790,1,Graduate,Yes,9600000,34100000,20,828,26100000,19000000,20800000,12400000,1
2791,4,Not Graduate,Yes,9200000,30100000,6,632,23700000,6600000,34200000,6200000,1
2792,5,Graduate,No,2100000,5500000,20,705,5400000,1400000,4600000,1200000,1
2793,1,Graduate,Yes,9300000,19000000,14,689,24000000,11500000,35100000,9000000,1
2794,0,Graduate,No,7300000,16100000,2,490,7600000,1400000,21800000,10700000,0
2795,4,Graduate,No,1600000,4900000,8,685,3200000,2000000,3800000,1500000,1
2796,0,Not Graduate,Yes,7600000,27600000,2,437,10000000,11200000,27600000,6800000,1
2797,1,Graduate,Yes,8000000,30600000,10,720,23700000,8500000,24900000,9700000,1
2798,5,Not Graduate,No,3300000,10000000,12,489,2000000,500000,7200000,2800000,0
2799,0,Not Graduate,No,4500000,17100000,8,303,7400000,8200000,17400000,4200000,0
2800,1,Not Graduate,No,4600000,15200000,4,593,13800000,3800000,11700000,3900000,1
2801,2,Graduate,Yes,1200000,3500000,16,540,3100000,1800000,3500000,800000,0
2802,1,Not Graduate,No,6200000,19500000,20,448,3300000,7100000,22400000,8000000,0
2803,2,Graduate,No,1500000,3300000,18,440,800000,2300000,3000000,1800000,0
2804,3,Not Graduate,Yes,2500000,7700000,10,768,4500000,400000,8000000,2600000,1
2805,1,Graduate,No,5200000,15000000,12,794,3200000,7200000,16500000,5100000,1
2806,4,Graduate,Yes,1900000,6800000,6,559,3600000,2200000,6200000,1200000,1
2807,2,Graduate,Yes,9100000,31500000,14,679,10800000,16600000,20900000,5000000,1
2808,3,Graduate,Yes,7700000,18900000,2,583,9300000,3000000,16700000,9300000,1
2809,2,Not Graduate,Yes,7700000,21000000,12,420,16100000,4300000,27400000,10500000,0
2810,1,Graduate,No,8100000,28400000,6,744,20300000,10500000,21800000,7700000,1
2811,1,Graduate,Yes,5200000,14300000,18,650,5400000,2300000,17600000,3600000,1
2812,0,Not Graduate,Yes,2600000,5900000,6,572,5800000,3100000,7300000,3800000,1
2813,0,Not Graduate,Yes,3500000,12600000,10,448,1200000,2500000,10400000,3600000,0
2814,4,Graduate,Yes,2700000,5400000,6,861,6300000,2400000,6700000,2700000,1
2815,2,Not Graduate,No,7500000,15400000,8,332,8300000,3100000,23700000,5400000,0
2816,1,Graduate,Yes,7600000,29300000,14,690,13900000,4000000,30000000,9100000,1
2817,2,Not Graduate,Yes,7200000,21900000,12,640,0,11400000,14600000,3800000,1
2818,4,Not Graduate,No,5800000,14200000,20,535,10200000,4000000,21100000,3400000,0
2819,4,Graduate,No,5400000,15700000,18,452,13700000,2600000,16500000,6600000,0
2820,0,Not Graduate,No,600000,1600000,6,647,1500000,600000,1500000,700000,1
2821,3,Not Graduate,No,3400000,8100000,12,385,6100000,4000000,10700000,4000000,0
2822,3,Not Graduate,No,8400000,27200000,12,604,21400000,8800000,23700000,4700000,1
2823,4,Not Graduate,Yes,4200000,11500000,6,551,10600000,7600000,11300000,5000000,1
2824,3,Not Graduate,No,8100000,22300000,10,686,20400000,8700000,19200000,6200000,1
2825,0,Not Graduate,Yes,2500000,9900000,6,623,6000000,1800000,6200000,1800000,1
2826,2,Not Graduate,Yes,8500000,30900000,14,511,23300000,4400000,21900000,5500000,0
2827,5,Graduate,Yes,4200000,12300000,2,686,10500000,200000,15600000,4200000,1
2828,2,Not Graduate,Yes,3900000,7700000,10,421,9700000,7500000,14100000,2100000,0
2829,5,Graduate,Yes,300000,800000,18,774,400000,200000,900000,400000,1
2830,2,Not Graduate,No,2800000,6000000,18,816,6300000,4200000,8000000,3400000,1
2831,0,Graduate,Yes,6000000,23900000,4,394,6700000,5800000,21900000,4500000,1
2832,3,Graduate,No,8000000,26200000,16,890,15800000,4300000,25000000,4000000,1
2833,4,Graduate,No,3900000,11000000,2,786,7900000,1600000,10700000,2100000,1
2834,2,Graduate,Yes,2200000,8100000,8,710,500000,2900000,7300000,1000000,1
2835,1,Not Graduate,No,4200000,10700000,6,466,7400000,7000000,14000000,4700000,0
2836,0,Not Graduate,Yes,9400000,35500000,16,592,9300000,11800000,30500000,5800000,1
2837,0,Not Graduate,No,5800000,19600000,14,673,8900000,10700000,18000000,7200000,1
2838,3,Graduate,Yes,2500000,7100000,6,420,3800000,3300000,8700000,3000000,0
2839,3,Graduate,Yes,7800000,19600000,4,767,18100000,10500000,20500000,7700000,1
2840,4,Graduate,Yes,7300000,18300000,8,434,10000000,2900000,26800000,6700000,0
2841,2,Graduate,No,7000000,23900000,18,628,13400000,6600000,25200000,7200000,1
2842,1,Graduate,No,8400000,24700000,8,519,12900000,16700000,17300000,6000000,0
2843,2,Not Graduate,Yes,3800000,12500000,14,842,3700000,6700000,14600000,5300000,1
2844,4,Graduate,No,8000000,25500000,4,722,17200000,13900000,26200000,4900000,1
2845,2,Graduate,No,5500000,19000000,2,382,12500000,1000000,15200000,8100000,1
2846,5,Not Graduate,No,500000,1200000,16,499,600000,600000,1500000,200000,0
2847,5,Graduate,No,1200000,2400000,14,495,1800000,1800000,4100000,1300000,0
2848,2,Not Graduate,Yes,3900000,11600000,8,808,5800000,3100000,12900000,5000000,1
2849,0,Graduate,Yes,2200000,8300000,10,585,3600000,1700000,4300000,1900000,1
2850,0,Not Graduate,No,1900000,3800000,16,542,800000,500000,4000000,2100000,0
2851,0,Not Graduate,Yes,9300000,29400000,10,351,24200000,6800000,35800000,6100000,0
2852,5,Not Graduate,Yes,5300000,13700000,18,708,7600000,900000,19200000,5900000,1
2853,0,Graduate,No,8400000,20600000,10,477,1500000,1500000,25000000,11900000,0
2854,5,Graduate,Yes,6900000,19400000,6,801,10100000,9400000,17000000,5500000,1
2855,2,Not Graduate,No,5800000,18600000,18,532,10900000,900000,12300000,6700000,0
2856,1,Not Graduate,Yes,8000000,28100000,18,725,1900000,12800000,23000000,7500000,1
2857,1,Graduate,Yes,6500000,20600000,2,306,15900000,1900000,18100000,3200000,1
2858,1,Graduate,Yes,9800000,21200000,4,885,18000000,16400000,37300000,10800000,1
2859,4,Graduate,Yes,2000000,4700000,2,615,500000,100000,6700000,3000000,1
2860,2,Not Graduate,Yes,600000,1100000,8,885,700000,0,1200000,300000,1
2861,0,Not Graduate,Yes,4600000,14800000,6,433,12100000,4600000,11100000,6700000,0
2862,0,Graduate,Yes,3800000,11700000,2,351,100000,6700000,12500000,3100000,1
2863,4,Graduate,No,9700000,19400000,20,798,6400000,13700000,20300000,12800000,1
2864,0,Not Graduate,No,8800000,31200000,4,826,2900000,500000,33300000,8600000,1
2865,4,Not Graduate,No,200000,700000,10,576,500000,100000,400000,300000,1
2866,3,Not Graduate,Yes,7700000,29300000,10,359,6800000,6100000,21900000,4200000,0
2867,0,Not Graduate,No,5400000,16800000,10,599,5300000,7400000,14500000,7600000,1
2868,5,Graduate,Yes,300000,700000,10,586,0,400000,1000000,100000,1
2869,5,Graduate,No,8800000,22600000,10,357,7900000,8600000,18200000,4900000,0
2870,2,Not Graduate,Yes,5700000,20500000,20,581,15200000,7800000,11400000,8500000,1
2871,4,Not Graduate,Yes,9100000,35200000,6,341,1000000,300000,23100000,8200000,0
2872,2,Not Graduate,Yes,2100000,4500000,18,591,2500000,500000,5500000,1500000,1
2873,1,Not Graduate,No,9900000,23400000,16,687,28200000,3700000,29600000,8200000,1
2874,5,Graduate,Yes,200000,400000,18,822,200000,300000,600000,300000,1
2875,1,Not Graduate,Yes,4800000,11600000,16,696,1400000,9400000,11800000,6500000,1
2876,1,Graduate,Yes,2600000,8600000,6,730,800000,2900000,6000000,3100000,1
2877,3,Not Graduate,Yes,9900000,26700000,10,550,22200000,15900000,36800000,6600000,1
2878,5,Graduate,No,4700000,10200000,16,874,10800000,7700000,11100000,7000000,1
2879,3,Not Graduate,Yes,5500000,19300000,10,344,14400000,1300000,12400000,6600000,0
2880,4,Graduate,Yes,8800000,34200000,16,844,18700000,11000000,20700000,10700000,1
2881,1,Graduate,No,4100000,10000000,6,891,4900000,300000,12600000,3600000,1
2882,5,Graduate,No,8200000,18500000,4,394,9600000,5700000,27400000,11100000,0
2883,1,Graduate,No,2400000,8900000,8,835,2400000,1200000,5500000,1100000,1
2884,2,Not Graduate,No,6600000,22900000,16,543,2500000,11000000,26300000,8500000,0
2885,4,Not Graduate,No,8900000,34900000,14,694,15400000,2800000,20600000,9100000,1
2886,5,Not Graduate,Yes,300000,1100000,20,613,600000,400000,700000,200000,1
2887,1,Not Graduate,Yes,7800000,22200000,10,763,11200000,1400000,27000000,4900000,1
2888,2,Graduate,Yes,8000000,28400000,10,607,11400000,3800000,29000000,11600000,1
2889,1,Not Graduate,Yes,6000000,12200000,16,743,8800000,2600000,20600000,2900000,1
2890,4,Not Graduate,No,5400000,12600000,18,786,300000,2500000,21000000,6600000,1
